,id,text,og_svm,mcad_svm,chatgpt_svm,flan_svm
152,4693,Trump's impeachment poll numbers highest since Nixon #Resist #ResistTrump #FuckTrump https://t.co/Lgj1EOYOf0,1,1,1,1
153,5319,@AdamBaldwin yeah #FakePOTUS #fucktrump #ITMFA,1,1,1,1
154,6199,".@CNN #DemDebate Moderators @DanaBashCNN @jaketapper @donlemon ask about the #MuslimBan & cap on refugees (a cap that may be slashed to 0 in 2020). The 2nd debate takes place in Detroit, Michigan – a city & state home to one of the largest U.S. Muslim populations.#NoMuslimBanEver",0,1,0,0
155,2303,"#Sunday June 16, 2019            #TrumpIsATraitor     #FakePresident             #WeAreNotOk #TrumpMustGo https://t.co/w0U6NakmPH",1,1,0,0
156,3877,"Rape culture cw//    'No, but I know him, and he's not like that.'    No, he's another kind of #rapist.",1,1,1,1
157,4942,"Seriously, how the F**K did this happen?!?    #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron #TrumpIsADisgrace   #TrumpLiesEveryTimeHeSpeaks #TrumpMustGo #TheResistance https://t.co/kHV8bN7EcZ",1,1,1,1
158,5874,Go write it on the side of a bus.,1,1,0,1
159,3717,"I don’t understand how is a military insignia being equated with prayers being offered on the field? I understand if you want to #DhoniKeepsTheGlove but don’t bring in prayers into this controversy.    Also, like Vinod Rai said, “It’s a non-issue.” Let it be like that. Please.",0,0,0,0
160,2078,🤡 Happy Birthday President tRumpf! https://t.co/2O47krtroc #JohnMCainDay #TrumpBirthday #HappyBirthdayTrump #fuckTrump #resist,1,1,0,0
161,5329,"Considering how quickly #Trump attitude escalated from unacceptable to ultra alarming, #ImpeachTrump approach seems outdated    Outside of the box thinking is required    #FUCKTRUMP = #IndictTrump &amp; get him out of WH    #TrumpLies  #TrumpCult    #Resisters  #ResistersForum  #ResistersUnite https://t.co/4uLt3JKR5W",1,1,0,1
162,6338,Bhakts are busy in giving Bad Rating to Zomato on Playstore  ,1,1,0,1
163,2426,Going to war. Hey these other countries pd traitor Trump and kush. Now they are making it happen. Right from the start ,1,1,1,1
164,405,@realDonaldTrump Resign now motherfucker! #IllegitimatePresident #DouchebagDonnie #shitgibbon #pedophile #rapist,1,1,1,1
165,5350,"@tehseenp @EconomicTimes @INCIndia @ETNOWlive 2000 Crore Scam , Gullible Muslim Investors , cheated by Mullahs , Politicians in the name of #HalalaBanking #HaramBanking , Cong leaders are seen with the accused #Imafraud #IMAJewels #Imascam #IMAJewelsScam #IMAFraudCase",0,1,0,0
166,5173,Not answering any questions about my citizenship after 70 fucking years. #FuckTrump #Resist https://t.co/IgkOrkWccP,1,1,1,1
167,5335,"@Cmonman4real @MichaelRapaport @realDonaldTrump Considering it (dick stains bday) going around on social media, one would have to live under a rock to not know, due to social media... I need to see a birth certificate to prove today is actually his bday.. #FuckTrump #JohnMcCainDay",1,0,0,1
168,2856,"#GandiNaaliAbuse I feel Cong people are bent upon finishing their party. Why they don't understand that by abusing Modi, they loose public sympathy and votes.",0,0,0,0
169,5371,"It seems that trump supporters don’t understand how “respect” works. It is earned through action and intention, not through accomplishments.   #fucktrump #allgodsarefalsegods",1,0,0,1
170,6848,Parliament proceedings live updates | AIMIM leader Asaduddin Owaisi says the Speaker must ensure the elected government should not become a monarchy.  @the_hindu  @asadowaisi,1,1,0,1
171,4973,"@thehill Dear France and the rest of the world,  #FuckTrump    We’re sorry.     Please be patient while we did our system of this virus.    Love,  Most Americans",0,0,0,0
172,885,"@realDonaldTrump Unlike your 'Absolute, Real and Physical act of treason..!' #TrumpTreason #TrumpRussia #TrumpIsATraitor #TrumpTraitor https://t.co/8gj8g5j2Ia",1,1,1,1
173,5743,.@GReschenthaler #PA14 You defend a traitor to the USA. #TrumpIsATraitor #TreasonInPlainSight https://t.co/2K20AqKivX,1,1,1,0
174,6767,"Is this happened in Uttar Pradesh ? If so, that will be alarming situation of law in order in state. Enough is enough   @Uppolice @dgpup @capt_ivane @upcoprahul @sengarlive @RahulSinhaZee @UPGovt @ippatel @up100",0,0,0,0
175,6657,"She should cut the BS and go Pocahontas way, though I doubt that someone after Pocahontas will be the same stupid thing. She should come of the closet with a Muslim identity, more suiting the squad.",1,1,1,1
176,6513,This idiot has got respect for Islam and not any respect for the Swedish people! How long will they let him carry on? This is a disgrace for the nation! ,0,0,0,0
177,5907,The average guy still trusts you Mamata. Don't fuck it all up like the Commies did. Too much at stake for the state now.,1,1,1,1
178,3531,1. Melania is nothing like Jackie O.  2. Melania is not 'it.'  #VoteBlueToSaveAmerica  #VoteBlueNoMatterWho2020  #TrumpIsATraitor  #TrumpResignNow https://t.co/EAD95LYTYw,1,1,1,1
179,3032,@realDonaldTrump Question isn't if #trump thinks his rabid minority wants him longer than 2 terms. Question is what would he do? Encourage the peaceful transition of power USA is famous for or incite riots &amp; treason by ignoring the #Constitution?    #TrumpIsATraitor #FirstAmendment #ImpeachTrump,1,1,1,0
180,865,#MeghanMcCain mystifies co-hosts by defending #IdiotTrump with a bizarre #Ebola rant: ‘It’s my No. 1 fear in life’ - https://t.co/vyPc9kAVvy,1,1,0,0
181,5587,@realDonaldTrump Taking sides with the Russians again #TrumpIsATraitor,1,1,1,1
182,5589,The Worst World Cup Ever? My article https://t.co/F6WIe0pSOC #ICCWorldCup2019 #WorldCup2019 @cricketworldcup @ICC #ShameOnICC,1,1,1,1
183,4660,Shoutout to blind PTI followers.   Read and understand the level of deception your druggy captain sold you!  #پپو_نکلا_نالائقِ_اعظم   #Pakistan  #PTIGovernment  #imranhataomulkbachao  #PMLN  #تحریکِ_انصاف_قاتلِ_انصاف https://t.co/sXAeA73vHY,0,1,1,0
184,2164,"When you’re more interested about stopping leaks then doing something to improve, you’re the same as Nixon!  #TrumpIsATraitor #TrumpMustGo    Trump campaign fires multiple pollsters after unflattering numbers leak  https://t.co/rnUgWuf4HH",1,1,1,1
185,6072,Yes. Please take your places in Westminster and do something constructive. Rhetoric isn't useful.,1,1,0,1
186,1809,@knittinglinda @MalcolmNance Part of the Hitler Youth League. What do you expect. #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst #asshat,1,1,1,0
187,1741,@realDonaldTrump doesn't give a FUCK if your poor and can't buy food for your family!    He's got tons of money he can buy ALL the food he wants!    Trump is saying FUCK THE POOR!    #FUCKTRUMP #TrumpResign #ResignTrump @realDonaldTrump #BlueWave2020 #IMPEACHBARR #ImpeachTrump https://t.co/Uf3la319C5,1,1,1,1
188,6761,"Violence has no place in any Civil Society. Mukherjee Nagar incident is sad and condemnable.    Free and fair enquiry should be done , so that no innocent should be punished and guilty should be brought to book.",0,1,0,0
189,4495,KEEP on the Press .. they still won’t publish #IntlOrgCrime news AND Want to keep presenting TRUMP AS VICTIM MEME.. whaddya think about that #metoo @NCADV IS #adulterer #rapist TRUMP the victim in his $1.5Million payment for #Abortion of OWN CHILD conceived on Ivanka lookalike? https://t.co/qrQ0kX4Vax,1,1,1,1
190,4130,@bhogleharsha @ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/CuYUiOjW4j,0,1,0,0
191,4810,Water is wet - Republicans are homophobes  #MikePence #FuckTrump #Trump2020 #MAGA #homophobia #homophobes https://t.co/VJjcv5aHO0,1,0,1,1
192,343,@JohnCornyn @txlegion @TexasBoysState Did you tell them How you voted to repeal sanctions against Oleg Deripaska and Rusal? https://t.co/BODxwbfvww Cant wait to Vote you out! @mjhegar #TraitorTrump #TrumpRussia #ReadTheMuellerReport #TrumpIsATraitor #TrumpCriminalInvestigations #TrumpConcentrationCamps,1,1,1,1
193,6660,@firstdogonmoon   #PTSD for putting up with  #getagoodjob #redsunderbed #terroristsrcoming #refugeesgoback #griggsbashing  #imthrowinguoutofaus,1,1,0,0
194,6108,England  Women’s 139/5 after 20 overs   Australia 18/0 after 3 overs who will win #Ashes #Cricket #ICC #AUSWvsENGW #ENGWvsAUSW #ENGvAUS #AUSvENG,0,1,0,0
195,2088,I'm SOOO excited! Going 2 take my granddau 2 DC &amp; NYC 4 the 4th! Can I get away w/ holding up a #FUCKTRUMP sign on PA Ave &amp; taking a selfie? I haven't been on a vaca like this n 30 yrs. I never thot I'd b able 2 travel again b4 my hip surg.   #SUMMERVACATION  #DCNYCHereWeCome,1,1,1,1
196,434,"Why the #DoctorsFightBack is not just about violence unleashed on them ? Its time to address faltering justice systems, crippled health systems and broken dreams  https://t.co/S2akvvDDlY",1,1,0,1
197,1334,Don't cancel matches due to Rain.  Just Give them Football.😉    #BCCI  #ICC  #ShameOnICC,1,1,0,1
198,4474,#DhoniKeepsTheGlove @ICC please stop using undue pressure on Indian cricket team. Remember most of your earnings come from @BCCI also take whatever fine you want to but dhoni will keep the cup.,1,1,0,1
199,5808,@piersmorgan @Iromg How ashamed are you for the phone hacking scandal? #dickhead,1,1,1,1
200,6885,"Heartly congratulations, for your success in parliament elections .Almighty Allah bless you, for आज़मगढ़",1,1,1,1
201,6017,How a small Turkish city successfully absorbed half a million migrants #WorldRefugeeDay #refugeesarewelcome #Syria #Turkey ,0,1,0,0
202,5029,@Pongo81575019 It dates from 2012  But it’s a reminder that no one intelligent or caring would ever trust #BorisJohnson  He did it his way then  It will always be his way  The amoral way    #BorisJohnsonShouldNotBePM,0,1,0,0
203,6950,A PhD student at University of Florida hanged himself just before he was supposed to present his paper at ISCA 2019. This story claimed the reason is that his advisor has falsified the experiments for the paper and he couldn't live with pressure.,1,1,1,1
204,3873,"@realDonaldTrump @VP #fucktrump Take Nixon, add sexual assault, add misogyny, add pedophilia, add bigotry, add homophobia, add hatred, add racism, add fascism, add despotism, add nepotism, add treason, add climate denial, add Twitter, subtract 50 IQ points, and you have Trump today.",1,1,1,1
205,3674,@realDonaldTrump You are Horrible! #TrumpIsATraitor #TrumpIsAFraud #TrumpIsADictatorWannabe #WakeUpAmerica,1,1,1,1
206,422,@TheRealOJ32 You belong in jail and then in hell #murderer #JusticeForNicoleAndRon,1,1,1,1
207,3839,@surnell @muraliks_11 @BCCI @ICC Yep...How can it violate those three regulations...  #DhoniKeepsTheGlove,1,1,1,1
208,6720,Actress : I’m an actress my opinion doesn’t matter    Also the actress : Don’t vote for Modi because me and 300 other actors are saying so.,0,1,0,0
209,195,@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove,0,0,0,0
210,3276,@realDonaldTrump #dickhead Donald is a #disgrace to The USA not so much to his family because they are all #criminals like #Individual1 who makes disgusting statements EVERY single day. On American or Foreign soil. #LockHimUp #VoteBlue2020 #ImpeachTrumpNow,1,1,1,1
211,5105,"@BeckyRowell2 @PARISDENNARD @realDonaldTrump It wasn’t fake, according to the Mueller report the Russians absolutely interfered with our election and #TrumpIsATraitor even admitted a couple days ago he would take damaging intel from a foreign power if approached",0,1,1,0
212,3128,All cricket board announced their official jersey for upcoming matches.   #ShameOnICC https://t.co/5C7HpRikD9,1,1,0,1
213,2687,"#CloseTheCampsChina #NoToBeijing2022 #boycottchina  China is guilty of ethnic cleansing. The world is silent, whilst people are being killed. Shame on all humankind. You care more about plastic bags than humans. Shame. #UyghurGenocide #DoguTurkistandaZulumVar https://t.co/gShJRqKnuF",1,1,1,1
214,4564,#ShameOnICC: Cricket fans worIdwide blast ICC after another World Cup washout @BCCI  @cricketworldcup @ICC  https://t.co/8EdZKjrRLY,1,1,1,1
215,1377,I’d celebrate the better man any day #JohnMcCain was a hero and patriot  #TrumpIsANationalSecurityThreat Bone Spurs is Neither a patriot nor a hero  #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsTheEnemyOfThePeople No one would say those things about McCain https://t.co/uojq8KmqLx,0,1,0,0
216,2220,@TheRealOJ32 @KrisJenner So have you paid anything at all to Mr Goldman yet for killing his son? I doubt it but here you are trying to 'set things straight'. #Murderer,0,1,1,0
217,6190,We're going to Jahannam for despising a country that is a disgrace to Islam,0,1,0,0
218,6905,Uttarakhand will be 2nd state after Assam to ban people from contesting Panchayat election.     This is very welcoming step towards #PopulationControlLaw.,1,0,0,1
219,2805,Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,0,1,1,0
220,1269,All the best to #TeamIndia for another swimming competition on Sunday against   #India 🇮🇳 #Pakistan. 🇵🇰     #INDvPAK #ShameOnICC  #CWC19 #CWC19Rains ☔☔ https://t.co/KtTKeIIUm7,1,1,1,1
221,2955,"Doctors are god, they are lifeline..🙌🙏  Caption it please..🙏🙏🙌🙌  #BengalDoctorsStrike  #DoctorsFightBack https://t.co/0C3IGLrNw7",1,1,1,1
222,3461,"So, the next time someone can't be bothered to turn up to something, can we refer to it as ’doing a Boris’? @BorisJohnson is a joke. @MichaelRosenYes @FleurHitchcock #BorisJohnsonShouldNotBePM",1,0,0,1
223,870,Nuf said. #fucktrump #NotMyPresident #LiarInChief https://t.co/d0IaQdDWGI,1,1,1,1
224,5168,@GOP Is there anyone in this party with the balls to stand up to #OrangeFoolious and do what is right for their constituents and America. I changed parties because of the spineless attitudes and HATE towards women. #FuckTrump #BeBest #MAGA #AmericaFirst,1,0,1,1
225,2548,#ImranHataoMulkBachao #ImranKhan Must  #retweet  #MustWatch #Budget2019 #AwamDushmanBudget #ImranKhanAddressesTheNation    #mustretweet https://t.co/4usfp7K2b1,1,1,1,0
226,2375,#TraitorTrump Unleashes AM #Tweet As World Crumbles Around Him #TrumpIsATraitor #VoteBlue2020  https://t.co/Q8xLlWlkJF,1,1,1,1
227,3180,@TheDweck #murderer   Let’s bombard him with it.,0,1,0,0
228,2031,#DoctorsFightBack MB shouldn't be allowed to meet the injured doctor till all the attackers are arrested.,1,1,1,1
229,732,Oh look Socialism!  Our farming conglomerates who will reap the majority of these benefits totally desire this upward accumulation of funds that never make it to the people! #idiotTrump #CorruptGOP #snakes #POTUSignoramus https://t.co/feviFLrm8a,1,1,1,1
230,4839,The secret behind the game.    #IndiaVsPakistan   #terroristNationPakistan https://t.co/wwMk8Un90Z,1,1,0,1
231,848,This proves that @ImranKhanPTI is the biggest hacker of #TerroristNationPakistan https://t.co/315WkNP1iH,1,1,1,0
232,2195,#ShameOnICC thank you for ruining the most awaited tournament in India @ICC,1,1,1,1
233,4383,Hey @potus   He MURDERERS people who disagree with him   And that makes him your hero?!?  WTF....you sad pathetic orange buffoon!!!  #FUCKTrump #ImpeachTrumpNow https://t.co/fdVIFM5CuR,1,1,1,1
234,322,@realDonaldTrump @USArmy Trump is a piece of 💩 Well I was serving proudly he was playing Captain Bone Spurr’s at Studio 54 in NY Spending his Daddy’s money 💰 prowling for women like Ivanka And Melania The Purple heart he has he took from a veteran and stated that was the easy way to get it #fucktrump,1,1,1,1
235,3078,so do you #MAGA types believe it when your precious Fox News says it?  #CriminalInChief #LiarInChief  #fucktrump https://t.co/p8njfyC6BK,1,1,1,1
236,4016,Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvr7xF  #fucktrump #antitrump #votebluenomatterwho https://t.co/2AUW8BhR16,1,1,1,1
237,1783,The only way “Melania T” is like Jackie O is that their husbands both cheated on them. #FuckTrump #LiarInChief #TraitorInChief #ImpeachTrump #JohnMcCainDay #Resist,0,0,1,0
238,3261,@JohnFetterman @GovernorTomWolf @realDonaldTrump Damn right Mr. Fetterman! Pennsylvania is gonna be one of the deciding states that purge Trump and his Repugnant party from office! We are going to be a solid 🔵 BLUE state again! #FuckTrump,1,1,1,1
239,3650,Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,0,1,0,0
240,5865,"@Channel4News Fifth of the population now in poverty, affecting the poorest and most vulnerable.  @BorisJohnson has caused £4bn to be spent on #Brexit and intends to spend £100m on no deal propaganda!  You should be bloody ashamed of yourself and your vanity project. #NotMyPM",1,1,1,1
241,878,"@BCCI should act on this! Being the world's dominating cricket board, at least they should appeal to @ICC.    When we requested, not to play against @TheRealPCB to support our jawans, @BCCI's response was cold. Now, is the time to stand with our jawans @BCCI    #DhoniKeepsTheGlove",0,0,0,0
242,4384,Anti Trump AF Coffee Mug https://t.co/GtEf0l0d9h #AntiTrumpAF #AntiTrump #FuckTrump https://t.co/tXgtG0T1HS,1,1,1,1
243,612,@IndiaToday #DoctorsFightBack  #DidiDividesIndia    No Wonder Junior Doctors &amp; even Interns of Bengal Hospitals SKIP cM's call for meeting and refuses to meet the cm.,1,1,1,1
244,439,Fascinating summary of UK #ToryLeadershipContest candidates records after the #C4debate for #ToryLeadershipElection which may decide #BrexitShambles or #RevokeArticle50 #RemainAndRebuild : #RoryTalks #gove (&amp; thank goodness we didn’t have to listen to #BorisJohnsonShouldNotBePM ) https://t.co/EKHjj0RL4l,0,0,0,0
245,3082,How can they be so Naive to not check the weather condition &amp; choose Location accordingly before fixing the Tournament. People do this even before fixing Marriage Date. #ShameOnICC #CricketWorldCup19 https://t.co/NA9FiRKiNo,1,1,0,1
246,4032,"@BCCI Wts the stupid logic of sharing a point each by the teams which could not play match due to rain...? Stupendously idiotic. it is unfair @ICC  change ur rules ,get reserved days to play matches which couldn't have played due to rain .it only helps the fortunate!#ShameOnICC",1,1,0,1
247,6749,Happy birthday to you God gave you a long life,1,1,1,1
248,2552,Do you know ?    The strongly flavored Saffron is deep Red in color    #BengalDoctorsStrike #bengal #MamtaBanerjee #DoctorsProtest #DoctorsStrike #DoctorsFightBack #doctors_against_assualt #cpim #Communists #AmitShah #Imafraud #indianmedicalassociation #TMC #Congress #MamataBanerjee https://t.co/fCRsxUv6nC,1,1,1,1
249,5682,@thehill More ripping families apart for political reasons. This is outrageous #ImpeachmentInquiryNow #ImpeachDonaldTrumpNOW #TrumpIsATraitor,1,1,1,1
250,2348,@Hope012015 @thinkprogress What has he seen from Trump that indicates he’s shown good judgement? Just SAYING He would take Information from A Foreign Govt shows Terrible Judgment! #TrumpIsATraitor,1,1,1,1
251,6801,"'Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared'- Gautam Buddha #WednesdayWisdom #wednesdaythoughts #WednesdayMorning",0,0,0,0
252,1646,Shining Diva Italian Designer Non Precious Metal Jewellery Set @ Rs.398    https://t.co/yYoRiEnR4c    More: https://t.co/7ZfoIvw94u    https://t.co/yYoRiEnR4c    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1,1,1,1
253,4730,#China finds new ways to pressure #IdiotTrump amid trade impasse #TrumpTradeWar  https://t.co/bv2By0IfPV,1,1,0,1
254,5683,@realDonaldTrump @MarshaBlackburn I think you mean achomlishments. #IdiotTrump #ImpeachTrumpNow #LockHimUp,1,0,1,1
255,2199,@realDonaldTrump Doesn’t that mean half the country HATES you?  #FUCKTRUMP,0,1,1,0
256,2347,Why is #BorisJohnsonShouldNotBePM hiding from the press and tv cameras? No show on #C4LeadershipDebate &amp; today conspicuous by his absence from the #hustings @BorisJohnson,1,1,1,1
257,4155,"IMPEACH TRUMP! WTF is wrong  with you, you senile old man?! #TrumpRussiaCollusion #trump #NotMyPresident #resist #ImpeachTrump #FuckTrump #ImpeachTrumpNow Trump tries damage control after offer to foreign spies  https://t.co/tbunEQcs2K",1,1,1,1
258,3124,Wonderful article in ⁦@elpaisinenglish⁩ about the new #Spanish edition of my #book The #Poet and the #Murderer #bookreview #ElPais https://t.co/b1kPzI15wC,1,0,1,0
259,6869,Yeah a proud moment for India.  But when it comes to our country we will only put Gandhi pic on our notes as if there is no other great Indian in our 10000 year civilisation history.    Why have we reduced India to a one man one party one history nation ?  #India,1,0,0,1
260,3592,#Trump2020 can't happen because we know #Trump2016 didn't happen 😐 Or is there something they ain't tell'n us? 🤨 #FuckTrump #FeelTheBern in 2020 😜🔥,1,0,1,0
261,308,So has that derby fan had his bouncing Frank tattoo removed yet😂😂😂😂😂😂😂#dickhead,1,1,0,0
262,3154,Kellen Winslow Jr. #GUILTY #Rapist  https://t.co/EoOYbh4Fb2,1,1,1,1
263,3608,The MAGA't filth is onto us. We need more #HappyJohnMcCainDay and #JohnMcCainDay tweets. #FuckTrump https://t.co/ngDz1JdHzJ,1,1,1,1
264,6670,Boom Boom Afridi  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss,0,0,1,0
265,3711,I heard Sleepy Joe Biden has been insulting me on the trail. What a loser! He hasn’t even BANKRUPTED 18 companies yet!  #sad #MAGA     #resist #Resistance #FuckTrump https://t.co/Gpb2mSSOM9,1,1,1,1
266,4977,Poor Management by @ICC  for a World-class event which comes once in four years. Recordbreak 4 washouts (Most in any World cup) still 27 matches and 3 knockouts to go. You Just Ruined Us.🖕 #ShameOnICC,1,1,1,1
267,570,Biggester scamster #Congress itself got scammed by the data experts!! That's great fun to watch 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣  #CongressMuktBharat #loksabhaelectionresults2019     https://t.co/jpMtPL4WGV,1,1,1,0
268,2006,"PATIENTS are right, DOCTORS are right    PATIENTS on road, DOCTORS on road    PATIENTS loosing LIFE, DOCTORS loosing LIFE    irony is both PATIENTS &amp; DOCTORS are being played in the hands of WB dirty POLITICS !!    #DoctorsFightBack  #DoctorsProtest  #MedicareForAll   #patients #doctors",1,1,1,1
269,4748,@SpeakerPelosi @realDonaldTrump Then DO SOMETHING it is time to impeach the traitor - criminal. By doing nothing you are an accomplice to the destruction of our democracy! #ImpeachDonaldTrumpNOW #ImpeachTrump #TrumpIsATraitor #TrumpCrimeFamily,0,0,1,0
270,1532,#IAgreeWithRory @RoryStewartUK #BorisJohnsonShouldNotBePM #C4debate #BritishandAshamed so sorry @AgnesCPoirier #YellowRose 💛 from #BritInFrance 💐 https://t.co/6OKwenJKwe,0,1,0,0
271,5504,"Its Shame  for Congress ! These type of idiots should not be in politics , there should be some moral values in people who is so called leader/neta . #GandiNaaliAbuse . Arnab plz don't allow these people who doesn't have respect for PM/ President on national TV",1,1,1,1
272,6858,Are hindu girls' lives' for free?  #HinduUnity  #Hindu,0,1,0,0
273,2938,"We need laws that protect us at work.   We don't want to work at gunpoint, under political intimidation or burdened with unreasonable moral obligations.   #DoctorsFightBack https://t.co/G3SYvxXC5v",1,0,0,0
274,1131,@RepAndyHarrisMD @POTUS Let’s not forget ...    Today is #JohnMCainDay which is infinitely more celebratory than the birthday of a pathological lying corrupt criminal traitor.    #TrumpIsATraitor   #TrumpIsACriminal   #TrumpIsAMoron   #TrumpIsANationalSecurityThreat,0,1,0,0
275,840,@realDonaldTrump She a LIAR JUST LIKE U. U GOING DOWN SHE LEAVING U BE 4 IT HAPPENS #DICKHEAD,1,1,1,1
276,1071,"@nycsouthpaw @gtconway3d This is a standard process for all dictators to remove the free press from society. No doubt @realDonaldTrump got this from the only book he has read, 'Mein Kampf'.  #TrumpIsATraitor   #TrumpIsTheEnemyOfThePeople   #TrumpIsACriminal",1,1,1,1
277,153,"@TheRealOJ32 Only in America can a murderer (come on, he did it) and convicted criminal immediately get half million followers. If you’re following, you’re condoning his actions and validating him. #OJdidit #conman #murderer",1,1,1,1
278,334,@khanamad999 @MoeedNj @GVS_News how this #porki country produce such rectums ?  surgical strike 1  surgical strike 2.0  #balakotairstrike   #F16 down  shamelessly returned capture pilot in 24 Hrs (that to announced by the #jihadi #pm #imranhataomulkbachao )  now on ventilator of #bailout package from #IMF   way to go.,0,1,0,0
279,786,#Sociopath - a person with a personality disorder manifesting itself in extreme antisocial attitudes and behavior and a lack of conscience.     #Murderer - a person who commits murder; a killer.    #Psycho - 👇🏼 https://t.co/bBLcB8TLTa,0,1,0,0
280,3111,"@realDonaldTrump #PresidentObama  will always be superior to you, #IdiotTrump. No contest, really.",0,0,1,0
281,5283,#FuckDelhiPolice #TakeAction #DragDelhiPoliceToCourt #GoonsInUniform #NoToPoliceBrutality   Action is a must against those violent attackers who also thrashed a minor from minority background.,1,1,1,1
282,2053,@Victorialolaimo Can't understand how darts comes before his children #dickhead,1,1,1,1
283,6173,"“To every Arab and Arab American girl, I see you. You are worthy. Keep shining.” Powerful story & my hope is every teacher will read this to their class. I loved every bit of this book.  #library #literacy #syriancrisis #refugeesarewelcome #empathyneeded #begenerous #strongwomen",1,1,1,1
284,212,@realDonaldTrump You are a crook and a national embarrassment.  #FUCKTRUMP  #impeach45  Happy #JohnMcCainDay,1,1,0,0
285,2046,#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt https://t.co/cFqiGN6kbT #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump https://t.co/BHsudhUQNc,1,1,1,1
286,2501,Yeah he is 😂 #FuckTrump https://t.co/5AlfNX0FGc,1,1,1,1
287,5554,"The trump admin are pieces of trash that need to be thrown where they belong.  No respect for life &amp; I have no respect for them. As a grandfather, trump should be SHOWING his grandkids the world not giving a*sholes like his sons licence to KILL every good thing in it.   #fucktrump https://t.co/zVWAr2qYeV",1,1,1,1
288,6826,Best couple in d world wish u happy marriage life,0,0,0,0
289,6627,#LoveSong For #Bataclan #PrayForParis: Berlin    Take My Breath Away http://ift.tt/oaDnoC   #ParisAttacks,1,1,1,1
290,1091,House Approves Court Action to Enforce Democrats’ Subpoenas #Resist #ResistTrump #FuckTrump https://t.co/Ts9QkCQHE3,1,1,1,1
291,6872,"I am confident that under the leadership of Shri @AmitShah and Shri @JPNadda, and powered by the hardwork of our Karyakartas, the BJP will continue winning people’s trust and serving our society. We remain committed to building a strong, developed and inclusive India.",0,0,0,0
292,1980,Shocking crime on Xmas day...    https://t.co/Xkixt47J25    #crime #UK #murderer,1,0,0,0
293,6503,Trump housing official squirms when confronted with president’s attacks on Baltimore: ‘Isn’t that your responsibility?’ #Resist #ResistTrump #FuckTrump ,0,1,0,0
294,2150,"@realDonaldTrump #FridayMotivation?  Correct #Trump.    He wrote,  “The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #MAGA”  I say,  “Dishonest Trump will NEVER keep us from from restoring DEMOCRACY on behalf of all Americans!”    #FuckTrump https://t.co/eDOGNKbkjM",1,1,1,1
295,5630,"@TeaPainUSA Great. Here's a quick update from Canada:  We hate 🎃 (but not pumpkin pie, pumpkin-spice latté, The Great Pumpkin, or gourds in general; just that idiot dictator-wannabe who is trashing your reputation, America).  #FuckTrump",1,0,1,1
296,2162,@realDonaldTrump You don't have any friends!  #FUCKTRUMP #RESIST #VETSAGAINSTTRUMP #JohnMcCainDay,1,1,0,1
297,3832,#DhoniKeepsTheGlove Dhoni just love India and for the pride of our beloved Nation Dhoni should keep wearing the glove with the balidan logo....,0,0,0,0
298,3806,Happy PRIDE Month   ✌️❤️🏳️‍🌈    #Pride2019 #LGBTQtogether #LGBTQ #GayPrideMonth #EqualityAct #NeverTrump #ImpeachDonaldTrumpNOW #fucktrump #firegop,0,0,0,0
299,3016,this years i think Rain will be top on chart and we can see  it on FINALE  also..🤣🤣🤣🤣 #ShameOnICC https://t.co/1BQzmVB85U,1,1,0,0
300,2266,"iTWEET:After all the rabid build up to the #ICCWorldCup2019 match between #India &amp; #Pakistan on 16June, the ultimate let-down would be a washed out match again! One point each! #Cricket #WorldCupCricket #ShameOnICC",0,1,1,1
