,id,text,class,chatGPT_few_default_1,chatGPT_few_default_2,chatGPT_zero_default_1,chatGPT_zero_default_2,chatGPT_zero_specific_1,chatGPT_zero_specific_2,chatGPT_few_specific_1,chatGPT_few_specific_2,chatGPT_counterfactual_default_1,chatGPT_counterfactual_default_2,chatGPT_counterfactual_specific_1,chatGPT_counterfactual_specific_2,id_y,class_y,flan_xl_few_default_1,flan_xl_few_default_2,flan_xl_few_default_3,flan_xl_zero_default_1,flan_xl_zero_default_2,flan_xl_zero_default_3,flan_xl_zero_specific_1,flan_xl_zero_specific_2,flan_xl_zero_specific_3,flan_xl_few_specific_1,flan_xl_few_specific_2,flan_xl_few_specific_3,flan_xl_counterfactual_default_1,flan_xl_counterfactual_default_2,flan_xl_counterfactual_default_3,flan_xl_counterfactual_specific_1,flan_xl_counterfactual_specific_2,flan_xl_counterfactual_specific_3
44,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Im sorry but i gotta revisit this. Wtf. That shit canoed like a bitch. I bet its a grape swisher 😭 https://t.co/NuoNnu75mi,0,3,3,1,1,1,1,3,1,3,1,0,3,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","@Trumpedup15 @HoopsPlayer1221 @conservmia @Megan4MAGA They are ILLEGALS, which means they are criminals. Nothing wrong with putting their butts in prison or better yet #DeportThemAll and #BuildThatWall",1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@MadisonPOTUS4 @TMannWSJ How trump 'moves in like a bitch' with women,0,1,3,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
47,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Applaud the passing of labour hire licensing law! Migrant workers will have another layer of protection starting from 1 Jan 2019! Delivering For Victoria’s Vulnerable Workers https://t.co/azPMchlNMO via @danielandrewsmp,0,3,3,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",I'd punch that cunt in the fuckin mouth. Idgaf if she's a woman https://t.co/eqCgr1hPbz,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂,1,3,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","I grew up on a rough council estate back in the 70's, that dont make me special it makes me able to say this..LABOUR now detest the white working class and any other colour working class in favour of the immigrant vote and they should be reviled for what they have done to Britain",0,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","There was a time in my life when i really enjoyed talking to girls, now i hope they all get cancer #WomenSuck",1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@melaniecuco Bitch ass😂😂😂😂 hop off ceyduh & jay's dick hoe. The bitch you defending isn't even talking anymore SKKURTTT,1,1,3,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Drinking and getting high with lil sis only love her and my mother on God you bitch only women i need in my life and I'm fine with it,0,3,0,1,0,0,1,0,1,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Which judge's hands is this Officer's blood on? #DeportThemAll,0,0,1,1,1,1,1,1,1,1,1,0,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@Ronnie2K FUCK YOU STUPID BITCH,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",MegynKelly is skank. Whore paid $$ for what? Only thing left to watch on .@nbc anymore is SNL. More truth to them t… https://t.co/Z6ZJWR2N0V,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","@LtGovDelhi Delhi in last 3-4 yrs have become slum city. Nobody follow Traffic rules,All pavements have been encroached upon.Illegal constructions across Yumuna go unabated. Influx of illegal migrants have increased.Crime Rate on increase",1,3,3,1,1,3,0,1,0,3,1,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Most men are too scared to choke a bitch properly... I never feel like I'm choking them hard enough,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Did this woman and child drown because the EU-backed Libyan coastguard scuttled their boat after they refused to return to Libya with a coastguard that returns all intercepted refugees and migrants to inhumane detention centers? @openarms_fund https://t.co/HkeVFsVVYW https://t.co/XpxmgIfCnk,0,0,3,0,0,0,0,0,0,0,3,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Whoever's just hacked my bnet i hope you die in a ditch bitch,0,1,0,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
61,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","""We are above the law"" - migrants throw garbage at Rome's ancient sites - Free Speech Time - https://t.co/rP8ARFjmV0 @ISupport_Israel",1,0,0,3,0,3,0,1,1,3,3,3,3,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","We must dismantle myths that excuse hateful immigration policies and harsh enforcement. The truth is that immigrants are a benefit to our communities, not a burden. And the essential truth is that they are people, and our moral duty is to welcome. https://t.co/1AYQLLQHnO",0,0,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",I'm so excited to get new glasses bc I'm a whole new bitch with new glasses,0,0,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Pleased today to be addressing #Mekong #Migration Network meeting in #ChiangMai to present @hrw's findings on continued use of forced labor in #Thailand's fishing industry. Rights respecting reforms still needed from Thai gov't! @mekongmigration @eu_eeas https://t.co/dJJkX3ruvw,0,0,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","""#Navy rescued #Manchester bomber Salman Abedi from war-torn #Libya three years before deadly terror attack via @telegraphnewsthe #WEST is """"rescuing"""" people that will #kill them.#SendThemHome #bombing #attack Have some dignity and throw them out""",1,3,3,1,1,1,1,1,1,1,1,1,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
66,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@Hoe_YouAshy friends ? that's my BLOOD brother bitch .. he in yo city !! i'm hours away . ill be through there tomo… https://t.co/NeBRhRGzp1,0,0,0,1,0,0,0,3,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@NoToTurkey Cameron is a coward he attacks the poor yet again because of immigration the numbers don't add up we need to get out now,1,0,3,1,1,0,0,1,1,1,1,0,3,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",#WomenDisobey Activist  Illegal immigration hurts black men most https://t.co/hAtvUHLyW9 via @YouTube,0,0,0,0,1,0,1,1,0,0,3,3,3,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@chucktodd @MSNBC @SenatorLankford Reunification is the wrong word - never should done this - because always more illigal refugees will come. They have to brought back to the border without food with or without children quick.,1,3,3,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",Guilty: Man did rape woman on Darlington riverbank https://t.co/fZtcevTJI9,0,1,3,1,1,3,1,3,3,3,3,3,3,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",When the DJ plays your joint and the whole crew gets lit https://t.co/e6nArPtBzr,0,3,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64",@WildeFreedom @CNNPolitics Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4… https://t.co/Cr9z3LZqT0,0,1,3,0,0,1,3,0,3,1,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"7589      7790
4797      4998
2008      2209
5076      5277
4462      4663
         ...  
10266    32456
5761      5962
8547      8748
8722      8923
10353    31421
Name: id, Length: 221, dtype: int64","As new immigrants, my parents were very strict about where we could go on our own: @brooklynmuseum (loved the mummies), @BrooklynBotanic, and @BKLYNlibrary Grand Army Plaza. Close to home; We went every week! https://t.co/Kl9oezsh1v",0,3,3,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"1393      1594
2775      2976
10326    32152
9636     32417
5444      5645
11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@volvocars thanks for ruining a beloved song from “The Sound of Music” by using that extremely creepy electronic version in your commercial.  Shame on you.,0,0,0,0,0,0,0,0,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"1393      1594
2775      2976
10326    32152
9636     32417
5444      5645
11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64","“If you want to manage migration and if you want to prevent further security threats there is one single place where you have to invest all your political, economic and diplomatic efforts and that is the belt of the Sahel and the Horn of Africa” https://t.co/LFNiGiUDdd",0,0,0,0,0,0,0,3,0,0,3,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"1393      1594
2775      2976
10326    32152
9636     32417
5444      5645
11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@realDonaldTrump @FoxNews Mad Max is a whined up doll. The same saying is repeated. Does she even care that the American People are striving with our booming economy. #MAGA #DrainTheSwamp #BuildThatWall,0,0,0,0,0,0,0,1,0,1,1,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"1393      1594
2775      2976
10326    32152
9636     32417
5444      5645
11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64","But if you believe Robert Francis @BetoORourke , there are only hapless women & children sneaking (ILLEGALLY) across our border. #BuildThatWall @tedcruz #CruzCrew5 Sexual Predators Arrested Attempting to Re-Enter U.S. from Mexico via @BreitbartNews",1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"1393      1594
2775      2976
10326    32152
9636     32417
5444      5645
11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",Women want everything to be 50/50 but then they make 100% of the Ghostbusters FEMALE. wtf!!!,1,0,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@inessalyn bitch till when tomorrow. you thought hoe,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",That trophy hunter is one son of a bitch. What a cunt https://t.co/cJWgZlCT1T,0,3,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@RealKyleMorris @non99402819 Shut the fuck up ! #BuildThatWall,0,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@RyanAFournier While ruling a quarter of the Earth the British still lived on an Island the size of Michigan? The primary migration out of the UK was what created the USA/Canada/Australia/NewZealand as known today?,0,0,3,0,0,0,0,1,0,0,0,0,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",This fuck is a weak cunt and puy his fellow country men in a bad way with the rapefugee invasion. Deport THEM ALL.,1,1,1,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64","This community won't let go of Weinstein like he's still rich enough for Dems cash it seems....I wish to hear more globalist celebs adopt more immigrants/refugees, the children in poverty still have their parents to take care of them.... https://t.co/46y90jjeoH",0,1,0,1,1,0,1,0,1,3,3,1,0,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",@thehill @HillaryClinton always trying to wear the pants in the family. #GetBackInTheKitchen,1,0,0,0,0,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"11463    34517
10795    30916
9898     32262
2500      2701
9121     30552
4006      4207
5800      6001
4589      4790
10952    32323
10200    31644
4494      4695
6976      7177
6369      6570
450        651
7992      8193
5956      6157
6294      6495
7816      8017
9325     32571
4518      4719
4608      4809
Name: id, dtype: int64",Shut up bitch and suck my cock https://t.co/thFk4yNVEx,1,1,3,1,1,1,1,1,1,1,1,1,1,"2426      2627
9182     34354
4314      4515
2619      2820
10472    32142
         ...  
5136      5337
8022      8223
11847    32071
6373      6574
6385      6586
Name: id, Length: 500, dtype: int64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
